Дата	Раздел	Подраздел	Направление	Код направления	План	Факт
31.03.2015	ПАССИВЫ	Пассивы до востребования	Депозиты физ.лиц	1090	63453,41	61888,41
31.01.2015	АКТИВЫ	Резервы (ФОР)	Депозиты физ.лиц	1090	-61225,15	-57010,15
31.01.2015	АКТИВЫ	Резервы (ФОР)	Депозиты физ.лиц	1090	-66637,24	-67417,24
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	13209,38	13553,38
31.01.2015	ПАССИВЫ	Пассивы до востребования	Депозиты физ.лиц	1090	92448,21	83522,21
31.01.2015	ПАССИВЫ	Пассивы до востребования	Депозиты физ.лиц	1090	55008,07	52339,07
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	50481,74	49041,74
28.02.2015	АКТИВЫ	Резервы (ФОР)	Расчетно-кассовое обслуживание физ.лиц	1100	-30854,10	-32187,10
31.01.2015	АКТИВЫ	Резервы (ФОР)	Расчетно-кассовое обслуживание физ.лиц	1100	-29059,83	-30281,83
31.01.2015	АКТИВЫ	Резервы (ФОР)	Расчетно-кассовое обслуживание физ.лиц	1100	-53503,62	-56266,62
31.01.2015	ПАССИВЫ	Пассивы до востребования	Расчетно-кассовое обслуживание физ.лиц	1100	6865,52	6944,52
31.01.2015	ПАССИВЫ	Пассивы до востребования	Расчетно-кассовое обслуживание физ.лиц	1100	55379,87	53575,87
31.03.2015	ПАССИВЫ	Пассивы до востребования	Расчетно-кассовое обслуживание физ.лиц	1100	88321,41	95330,41
28.02.2015	АКТИВЫ	Резервы (ФОР)	Расчетно-кассовое обслуживание физ.лиц	1100	-2567,35	-2339,35
28.02.2015	ПАССИВЫ	Пассивы до востребования	Расчетно-кассовое обслуживание физ.лиц	1100	67582,59	65474,59
28.02.2015	ПАССИВЫ	Пассивы до востребования	Расчетно-кассовое обслуживание физ.лиц	1100	49746,92	48937,92
31.03.2015	ПАССИВЫ	Пассивы до востребования	Расчетно-кассовое обслуживание физ.лиц	1100	25662,05	24628,05
31.03.2015	АКТИВЫ	Резервы (ФОР)	Расчетно-кассовое обслуживание физ.лиц	1100	-49872,54	-50009,54
31.03.2015	АКТИВЫ	Резервы (ФОР)	Расчетно-кассовое обслуживание физ.лиц	1100	-55158,38	-59080,38
31.03.2015	ПАССИВЫ	Пассивы до востребования	Операции с пластиковыми картами	1110	48135,36	44873,36
31.03.2015	ПАССИВЫ	Пассивы до востребования	Операции с пластиковыми картами	1110	58465,01	59928,01
31.01.2015	АКТИВЫ	Резервы (ФОР)	Операции с пластиковыми картами	1110	-35985,67	-32584,67
31.03.2015	АКТИВЫ	Резервы (ФОР)	Операции с пластиковыми картами	1110	-9197,12	-9081,12
28.02.2015	АКТИВЫ	Резервы (ФОР)	Операции с пластиковыми картами	1110	-75066,05	-71300,05
28.02.2015	АКТИВЫ	Резервы (ФОР)	Операции с пластиковыми картами	1110	-40583,35	-39802,35
31.01.2015	ПАССИВЫ	Пассивы до востребования	Операции с пластиковыми картами	1110	8349,98	8432,98
31.01.2015	ПАССИВЫ	Пассивы до востребования	Операции с пластиковыми картами	1110	47417,49	44139,49
31.01.2015	АКТИВЫ	Резервы (ФОР)	Операции с пластиковыми картами	1110	-72174,82	-71346,82
28.02.2015	ПАССИВЫ	Пассивы до востребования	Операции с пластиковыми картами	1110	85666,60	90463,60
28.02.2015	ПАССИВЫ	Пассивы до востребования	Операции с пластиковыми картами	1110	52776,34	51068,34
31.03.2015	АКТИВЫ	Резервы (ФОР)	Операции с пластиковыми картами	1110	-47326,37	-48137,37
