Дата	Дебет	Кредит	Остаток	Контрагент	Счет	Индустрия	Филиал
13.06.2015	65600,00	68710,00	-3110,00	ЗАО Рыболов	0001_USD_КРЕД_1401	Торговля	Московский филиал
13.06.2015	37500,00	33044,00	4456,00	Инжиниринг Центр	0001_USD_КРЕД_17700	Информационные технологии	Московский филиал
13.06.2015	82100,00	94240,00	-12140,00	Инкар	0001_USD_КРЕД_1700/1	Информационные технологии	Краснодарский филиал
13.06.2015	30300,00	30552,00	-252,00	Инкар	0001_USD_КРЕД_1700/2	Информационные технологии	Краснодарский филиал
13.06.2015	90700,00	84699,00	6001,00	Инкар	0001_USD_КРЕД_1702	Информационные технологии	Краснодарский филиал
13.06.2015	34900,00	27996,00	6904,00	Инкар	0001_USD_КРЕД_1700/4	Информационные технологии	Краснодарский филиал
13.06.2015	55900,00	55043,00	857,00	Инкар	0001_USD_КРЕД_1700/3	Информационные технологии	Краснодарский филиал
13.06.2015	85200,00	74805,00	10395,00	Инкар	0001_RUR_КРЕД_1702	Информационные технологии	Краснодарский филиал
13.06.2015	51300,00	54656,00	-3356,00	Камея ЗАО	0001_USD_КРЕД_7801/1	Информационные технологии	Краснодарский филиал
13.06.2015	7300,00	8414,00	-1114,00	Квант ООО	0001_USD_КРЕД_7901	Информационные технологии	Краснодарский филиал
13.06.2015	9100,00	10564,00	-1464,00	Коралайн ООО	0001_USD_КРЕД_52011	Промышленность	Краснодарский филиал
13.06.2015	7200,00	7520,00	-320,00	Ника ЗАО	0001_USD_КРЕД_11800	Промышленность	Краснодарский филиал
13.06.2015	40400,00	32890,00	7510,00	Ника ЛТД	0001_USD_КРЕД_19100	Торговля	Краснодарский филиал
13.06.2015	27100,00	25143,00	1957,00	Нюанс ООО	0001_USD_КРЕД_16000/1	Промышленность	Краснодарский филиал
13.06.2015	56200,00	61795,00	-5595,00	ОАО Белакс	0001_USD_КРЕД_17201	Промышленность	Краснодарский филиал
13.06.2015	77400,00	91053,00	-13653,00	ОАО Рефма	0001_USD_КРЕД_11701	Промышленность	Краснодарский филиал
13.06.2015	27200,00	27241,00	-41,00	ОАО Сигма	0001_USD_КРЕД_6999	Торговля	Краснодарский филиал
13.06.2015	83500,00	79954,00	3546,00	Омега ООО	0001_USD_КРЕД_4601	Торговля	Краснодарский филиал
13.06.2015	73000,00	85458,00	-12458,00	ООО Бриз	0001_USD_КРЕД_6200	Промышленность	Екатеринбургский филиал
13.06.2015	24900,00	27504,00	-2604,00	ООО Дебют	0001_USD_КРЕД_1301	Информационные технологии	Екатеринбургский филиал
13.06.2015	44300,00	52121,00	-7821,00	ООО Интелеком	0001_USD_КРЕД_8901/1	Информационные технологии	Екатеринбургский филиал
13.06.2015	4400,00	4125,00	275,00	ООО Коммир	0001_USD_КРЕД_18902	Промышленность	Екатеринбургский филиал
13.06.2015	83900,00	85487,00	-1587,00	ООО Райдос	0001_RUR_КРЕД_6201/1	Промышленность	Екатеринбургский филиал
13.06.2015	50000,00	53864,00	-3864,00	ООО Раминтек	0001_USD_КРЕД_1000	Промышленность	Екатеринбургский филиал
13.06.2015	16000,00	12913,00	3087,00	ООО Раминтек	0001_USD_КРЕД_10001	Промышленность	Екатеринбургский филиал
13.06.2015	38300,00	33778,00	4522,00	ООО Раминтек	0001_USD_КРЕД_10003	Промышленность	Екатеринбургский филиал
13.06.2015	72000,00	62206,00	9794,00	ООО Раминтек	0001_USD_КРЕД_10002	Промышленность	Екатеринбургский филиал
13.06.2015	25700,00	29857,00	-4157,00	ООО Рашид	0001_USD_КРЕД_3400/1	Промышленность	Екатеринбургский филиал
13.06.2015	80700,00	73399,00	7301,00	ООО Скорпион	0001_USD_КРЕД_4900/1	Промышленность	Екатеринбургский филиал
13.06.2015	21700,00	18733,00	2967,00	Офтоп ЗАО	0001_USD_КРЕД_16100/1	Торговля	Екатеринбургский филиал
13.06.2015	88800,00	79997,00	8803,00	Перстиж ООО	0001_USD_КРЕД_5901	Торговля	Екатеринбургский филиал
13.06.2015	65200,00	59308,00	5892,00	Пульс ООО	0001_USD_КРЕД_13000	Торговля	Екатеринбургский филиал
13.06.2015	58600,00	61228,00	-2628,00	Пульс ООО	0001_USD_КРЕД_101	Торговля	Екатеринбургский филиал
13.06.2015	61500,00	71927,00	-10427,00	Тарос	0001_USD_КРЕД_8001/1	Торговля	Екатеринбургский филиал
13.06.2015	35200,00	33162,00	2038,00	Торговый Дом Pax	0001_USD_КРЕД_13600	Торговля	Екатеринбургский филиал
13.06.2015	22600,00	20563,00	2037,00	Тревел Пак ЗАО	0001_USD_КРЕД_6100	Торговля	Екатеринбургский филиал
13.06.2015	99200,00	100632,00	-1432,00	фирма РИК	0001_RUR_КРЕД_41162/1	Промышленность	Екатеринбургский филиал
14.06.2015	59400,00	62290,00	-2890,00	Neo	0001_USD_КРЕД_13200	Промышленность	Санкт-Петербургский филиал
14.06.2015	30800,00	29699,00	1101,00	Neo	0001_USD_КРЕД_132	Промышленность	Санкт-Петербургский филиал
14.06.2015	3200,00	2660,00	540,00	Neo	0002_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
14.06.2015	8700,00	9846,00	-1146,00	Neo	0001_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
14.06.2015	67500,00	67356,00	144,00	Neo	0001_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
14.06.2015	82700,00	75690,00	7010,00	Neo	0002_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
14.06.2015	82300,00	89642,00	-7342,00	Neo	0001_USD_КРЕД_700	Промышленность	Санкт-Петербургский филиал
14.06.2015	59200,00	49762,00	9438,00	Neo	0001_USD_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
14.06.2015	92500,00	106820,00	-14320,00	Neo	0003_RUR_КРЕД_700	Промышленность	Санкт-Петербургский филиал
14.06.2015	900,00	1030,00	-130,00	Neo	0003_RUR_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
14.06.2015	37800,00	39053,00	-1253,00	Salmon ООО	0001_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
14.06.2015	48000,00	40138,00	7862,00	Salmon ООО	0002_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
14.06.2015	17300,00	19466,00	-2166,00	Salmon ООО	0002_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
14.06.2015	42800,00	44175,00	-1375,00	Salmon ООО	0001_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
14.06.2015	76500,00	91366,00	-14866,00	Salmon ООО	0002_USD_КРЕД_600	Промышленность	Санкт-Петербургский филиал
14.06.2015	41100,00	34999,00	6101,00	Salmon ООО	0003_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
14.06.2015	96900,00	111533,00	-14633,00	Salmon ООО	0001_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
14.06.2015	70500,00	63541,00	6959,00	Salmon ООО	0001_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
14.06.2015	9000,00	9952,00	-952,00	Salmon ООО	0004_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
14.06.2015	6000,00	6778,00	-778,00	Salmon ООО	0001_RUR_КРЕД_6801/2	Промышленность	Санкт-Петербургский филиал
14.06.2015	67500,00	75034,00	-7534,00	Salmon ООО	0001_RUR_КРЕД_6801/3	Промышленность	Санкт-Петербургский филиал
14.06.2015	90400,00	80314,00	10086,00	Salmon ООО	0001_RUR_КРЕД_6801/1	Промышленность	Санкт-Петербургский филиал
14.06.2015	31900,00	29036,00	2864,00	Salmon ООО	0001_RUR_КРЕД_101	Промышленность	Санкт-Петербургский филиал
14.06.2015	33300,00	34253,00	-953,00	Salmon ООО	0001_RUR_КРЕД_6801/4	Промышленность	Санкт-Петербургский филиал
14.06.2015	91600,00	94178,00	-2578,00	Абасков ЗАО	0002_RUR_КРЕД_777	Промышленность	Санкт-Петербургский филиал
14.06.2015	8100,00	8690,00	-590,00	Абасков ЗАО	0001_USD_КРЕД_777	Промышленность	Санкт-Петербургский филиал
14.06.2015	37900,00	40483,00	-2583,00	Абасков ЗАО	0003_RUR_КРЕД_888	Промышленность	Санкт-Петербургский филиал
14.06.2015	63700,00	57459,00	6241,00	Абасков ЗАО	0004_RUR_КРЕД_999	Промышленность	Санкт-Петербургский филиал
14.06.2015	96900,00	94882,00	2018,00	Абасков ЗАО	0001_USD_КРЕД_999	Промышленность	Санкт-Петербургский филиал
14.06.2015	80600,00	77828,00	2772,00	Абасков ЗАО	0001_USD_КРЕД_7301/1	Промышленность	Санкт-Петербургский филиал
14.06.2015	39300,00	41742,00	-2442,00	Авантера	0001_USD_КРЕД_17000	Торговля	Санкт-Петербургский филиал
14.06.2015	38900,00	45898,00	-6998,00	Азилинин ООО	0001_RUR_КРЕД_16400	Торговля	Санкт-Петербургский филиал
14.06.2015	21200,00	24465,00	-3265,00	Арктур ЗАО	0001_USD_КРЕД_15900/1	Торговля	Санкт-Петербургский филиал
14.06.2015	20300,00	16738,00	3562,00	Вега	0001_USD_КРЕД_901/1	Торговля	Екатеринбургский филиал
14.06.2015	3800,00	3761,00	39,00	Веритак ООО	0001_USD_КРЕД_19700	Торговля	Екатеринбургский филиал
14.06.2015	23800,00	26487,00	-2687,00	Виалди	0001_USD_КРЕД_8101/1	Торговля	Московский филиал
14.06.2015	54400,00	44771,00	9629,00	Голд Вест Рейн	0001_USD_КРЕД_2901	Торговля	Московский филиал
14.06.2015	32100,00	29753,00	2347,00	Гончаров&Со	0001_RUR_КРЕД_3601/1	Торговля	Московский филиал
14.06.2015	98700,00	89590,00	9110,00	Дамид ООО	0001_USD_КРЕД_17601	Торговля	Московский филиал
14.06.2015	15400,00	12971,00	2429,00	Династия ЗАО	0001_USD_КРЕД_14301/1	Торговля	Московский филиал
14.06.2015	56900,00	53101,00	3799,00	Дружба ЗАО	0001_USD_КРЕД_15600/1	Торговля	Московский филиал
14.06.2015	25300,00	22883,00	2417,00	Дружба ЗАО	0001_USD_КРЕД_3901/1	Торговля	Московский филиал
14.06.2015	66200,00	75138,00	-8938,00	ЗАО Бородин	0001_USD_КРЕД_2501/1	Торговля	Московский филиал
14.06.2015	26300,00	27016,00	-716,00	ЗАО Монолит	0001_USD_КРЕД_19001	Торговля	Московский филиал
14.06.2015	99000,00	118310,00	-19310,00	ЗАО Монолит	0001_USD_КРЕД_3001	Торговля	Московский филиал
14.06.2015	10100,00	11252,00	-1152,00	ЗАО Рыболов	0001_USD_КРЕД_1401	Торговля	Московский филиал
14.06.2015	31700,00	31990,00	-290,00	Инжиниринг Центр	0001_USD_КРЕД_17700	Информационные технологии	Московский филиал
14.06.2015	41600,00	37073,00	4527,00	Инкар	0001_USD_КРЕД_1700/1	Информационные технологии	Краснодарский филиал
14.06.2015	41700,00	38717,00	2983,00	Инкар	0001_USD_КРЕД_1700/2	Информационные технологии	Краснодарский филиал
14.06.2015	35000,00	28524,00	6476,00	Инкар	0001_USD_КРЕД_1702	Информационные технологии	Краснодарский филиал
14.06.2015	24600,00	20011,00	4589,00	Инкар	0001_USD_КРЕД_1700/4	Информационные технологии	Краснодарский филиал
14.06.2015	65300,00	77134,00	-11834,00	Инкар	0001_USD_КРЕД_1700/3	Информационные технологии	Краснодарский филиал
14.06.2015	60200,00	62171,00	-1971,00	Инкар	0001_RUR_КРЕД_1702	Информационные технологии	Краснодарский филиал
14.06.2015	57500,00	55939,00	1561,00	Камея ЗАО	0001_USD_КРЕД_7801/1	Информационные технологии	Краснодарский филиал
14.06.2015	49700,00	57479,00	-7779,00	Квант ООО	0001_USD_КРЕД_7901	Информационные технологии	Краснодарский филиал
14.06.2015	13200,00	13549,00	-349,00	Коралайн ООО	0001_USD_КРЕД_52011	Промышленность	Краснодарский филиал
14.06.2015	41100,00	43188,00	-2088,00	Ника ЗАО	0001_USD_КРЕД_11800	Промышленность	Краснодарский филиал
14.06.2015	86500,00	82518,00	3982,00	Ника ЛТД	0001_USD_КРЕД_19100	Торговля	Краснодарский филиал
14.06.2015	77800,00	82671,00	-4871,00	Нюанс ООО	0001_USD_КРЕД_16000/1	Промышленность	Краснодарский филиал
14.06.2015	31100,00	28927,00	2173,00	ОАО Белакс	0001_USD_КРЕД_17201	Промышленность	Краснодарский филиал
14.06.2015	26000,00	27108,00	-1108,00	ОАО Рефма	0001_USD_КРЕД_11701	Промышленность	Краснодарский филиал
14.06.2015	69200,00	57428,00	11772,00	ОАО Сигма	0001_USD_КРЕД_6999	Торговля	Краснодарский филиал
14.06.2015	31200,00	31254,00	-54,00	Омега ООО	0001_USD_КРЕД_4601	Торговля	Краснодарский филиал
14.06.2015	18500,00	14961,00	3539,00	ООО Бриз	0001_USD_КРЕД_6200	Промышленность	Екатеринбургский филиал
14.06.2015	5500,00	4896,00	604,00	ООО Дебют	0001_USD_КРЕД_1301	Информационные технологии	Екатеринбургский филиал
14.06.2015	48200,00	54594,00	-6394,00	ООО Интелеком	0001_USD_КРЕД_8901/1	Информационные технологии	Екатеринбургский филиал
14.06.2015	43100,00	39909,00	3191,00	ООО Коммир	0001_USD_КРЕД_18902	Промышленность	Екатеринбургский филиал
14.06.2015	28500,00	28694,00	-194,00	ООО Райдос	0001_RUR_КРЕД_6201/1	Промышленность	Екатеринбургский филиал
14.06.2015	38000,00	32416,00	5584,00	ООО Раминтек	0001_USD_КРЕД_1000	Промышленность	Екатеринбургский филиал
14.06.2015	68200,00	80720,00	-12520,00	ООО Раминтек	0001_USD_КРЕД_10001	Промышленность	Екатеринбургский филиал
14.06.2015	83500,00	88901,00	-5401,00	ООО Раминтек	0001_USD_КРЕД_10003	Промышленность	Екатеринбургский филиал
14.06.2015	94300,00	109110,00	-14810,00	ООО Раминтек	0001_USD_КРЕД_10002	Промышленность	Екатеринбургский филиал
14.06.2015	40100,00	37103,00	2997,00	ООО Рашид	0001_USD_КРЕД_3400/1	Промышленность	Екатеринбургский филиал
14.06.2015	35200,00	37090,00	-1890,00	ООО Скорпион	0001_USD_КРЕД_4900/1	Промышленность	Екатеринбургский филиал
14.06.2015	97800,00	108425,00	-10625,00	Офтоп ЗАО	0001_USD_КРЕД_16100/1	Торговля	Екатеринбургский филиал
14.06.2015	40400,00	37149,00	3251,00	Перстиж ООО	0001_USD_КРЕД_5901	Торговля	Екатеринбургский филиал
14.06.2015	12900,00	13723,00	-823,00	Пульс ООО	0001_USD_КРЕД_13000	Торговля	Екатеринбургский филиал
14.06.2015	50600,00	57168,00	-6568,00	Пульс ООО	0001_USD_КРЕД_101	Торговля	Екатеринбургский филиал
14.06.2015	78100,00	66421,00	11679,00	Тарос	0001_USD_КРЕД_8001/1	Торговля	Екатеринбургский филиал
14.06.2015	35700,00	30065,00	5635,00	Торговый Дом Pax	0001_USD_КРЕД_13600	Торговля	Екатеринбургский филиал
14.06.2015	22000,00	19891,00	2109,00	Тревел Пак ЗАО	0001_USD_КРЕД_6100	Торговля	Екатеринбургский филиал
14.06.2015	38400,00	32543,00	5857,00	фирма РИК	0001_RUR_КРЕД_41162/1	Промышленность	Екатеринбургский филиал
17.06.2015	66500,00	62145,00	4355,00	Neo	0001_USD_КРЕД_13200	Промышленность	Санкт-Петербургский филиал
17.06.2015	93900,00	84060,00	9840,00	Neo	0001_USD_КРЕД_132	Промышленность	Санкт-Петербургский филиал
17.06.2015	85800,00	91313,00	-5513,00	Neo	0002_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
17.06.2015	73500,00	70841,00	2659,00	Neo	0001_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
17.06.2015	43400,00	38757,00	4643,00	Neo	0001_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
17.06.2015	29700,00	34033,00	-4333,00	Neo	0002_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
17.06.2015	21100,00	20288,00	812,00	Neo	0001_USD_КРЕД_700	Промышленность	Санкт-Петербургский филиал
17.06.2015	12600,00	14571,00	-1971,00	Neo	0001_USD_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
17.06.2015	88000,00	73322,00	14678,00	Neo	0003_RUR_КРЕД_700	Промышленность	Санкт-Петербургский филиал
17.06.2015	40800,00	39754,00	1046,00	Neo	0003_RUR_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
17.06.2015	54600,00	63346,00	-8746,00	Salmon ООО	0001_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
17.06.2015	56800,00	65989,00	-9189,00	Salmon ООО	0002_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
17.06.2015	90800,00	76643,00	14157,00	Salmon ООО	0002_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
17.06.2015	48600,00	38971,00	9629,00	Salmon ООО	0001_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
17.06.2015	29000,00	28275,00	725,00	Salmon ООО	0002_USD_КРЕД_600	Промышленность	Санкт-Петербургский филиал
17.06.2015	4000,00	4001,00	-1,00	Salmon ООО	0003_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
17.06.2015	25100,00	24611,00	489,00	Salmon ООО	0001_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
17.06.2015	65600,00	72233,00	-6633,00	Salmon ООО	0001_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
17.06.2015	55500,00	63007,00	-7507,00	Salmon ООО	0004_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
17.06.2015	58200,00	51866,00	6334,00	Salmon ООО	0001_RUR_КРЕД_6801/2	Промышленность	Санкт-Петербургский филиал
17.06.2015	5700,00	4965,00	735,00	Salmon ООО	0001_RUR_КРЕД_6801/3	Промышленность	Санкт-Петербургский филиал
17.06.2015	40800,00	45648,00	-4848,00	Salmon ООО	0001_RUR_КРЕД_6801/1	Промышленность	Санкт-Петербургский филиал
17.06.2015	94800,00	95636,00	-836,00	Salmon ООО	0001_RUR_КРЕД_101	Промышленность	Санкт-Петербургский филиал
17.06.2015	99700,00	102163,00	-2463,00	Salmon ООО	0001_RUR_КРЕД_6801/4	Промышленность	Санкт-Петербургский филиал
17.06.2015	33000,00	39000,00	-6000,00	Абасков ЗАО	0002_RUR_КРЕД_777	Промышленность	Санкт-Петербургский филиал
17.06.2015	23300,00	22636,00	664,00	Абасков ЗАО	0001_USD_КРЕД_777	Промышленность	Санкт-Петербургский филиал
17.06.2015	85200,00	83443,00	1757,00	Абасков ЗАО	0003_RUR_КРЕД_888	Промышленность	Санкт-Петербургский филиал
17.06.2015	63900,00	75257,00	-11357,00	Абасков ЗАО	0004_RUR_КРЕД_999	Промышленность	Санкт-Петербургский филиал
17.06.2015	78200,00	79336,00	-1136,00	Абасков ЗАО	0001_USD_КРЕД_999	Промышленность	Санкт-Петербургский филиал
17.06.2015	67600,00	80704,00	-13104,00	Абасков ЗАО	0001_USD_КРЕД_7301/1	Промышленность	Санкт-Петербургский филиал
17.06.2015	96400,00	89225,00	7175,00	Авантера	0001_USD_КРЕД_17000	Торговля	Санкт-Петербургский филиал
17.06.2015	86400,00	77514,00	8886,00	Азилинин ООО	0001_RUR_КРЕД_16400	Торговля	Санкт-Петербургский филиал
17.06.2015	66600,00	76407,00	-9807,00	Арктур ЗАО	0001_USD_КРЕД_15900/1	Торговля	Санкт-Петербургский филиал
17.06.2015	62500,00	68232,00	-5732,00	Вега	0001_USD_КРЕД_901/1	Торговля	Екатеринбургский филиал
17.06.2015	2600,00	2126,00	474,00	Веритак ООО	0001_USD_КРЕД_19700	Торговля	Екатеринбургский филиал
17.06.2015	36800,00	36482,00	318,00	Виалди	0001_USD_КРЕД_8101/1	Торговля	Московский филиал
17.06.2015	91100,00	91772,00	-672,00	Голд Вест Рейн	0001_USD_КРЕД_2901	Торговля	Московский филиал
17.06.2015	60600,00	53068,00	7532,00	Гончаров&Со	0001_RUR_КРЕД_3601/1	Торговля	Московский филиал
17.06.2015	75700,00	88385,00	-12685,00	Дамид ООО	0001_USD_КРЕД_17601	Торговля	Московский филиал
17.06.2015	33900,00	30887,00	3013,00	Династия ЗАО	0001_USD_КРЕД_14301/1	Торговля	Московский филиал
17.06.2015	87400,00	80505,00	6895,00	Дружба ЗАО	0001_USD_КРЕД_15600/1	Торговля	Московский филиал
17.06.2015	99100,00	81289,00	17811,00	Дружба ЗАО	0001_USD_КРЕД_3901/1	Торговля	Московский филиал
17.06.2015	33700,00	28315,00	5385,00	ЗАО Бородин	0001_USD_КРЕД_2501/1	Торговля	Московский филиал
17.06.2015	89800,00	89532,00	268,00	ЗАО Монолит	0001_USD_КРЕД_19001	Торговля	Московский филиал
17.06.2015	68900,00	70639,00	-1739,00	ЗАО Монолит	0001_USD_КРЕД_3001	Торговля	Московский филиал
17.06.2015	90900,00	105573,00	-14673,00	ЗАО Рыболов	0001_USD_КРЕД_1401	Торговля	Московский филиал
17.06.2015	68000,00	79933,00	-11933,00	Инжиниринг Центр	0001_USD_КРЕД_17700	Информационные технологии	Московский филиал
17.06.2015	34000,00	27318,00	6682,00	Инкар	0001_USD_КРЕД_1700/1	Информационные технологии	Краснодарский филиал
17.06.2015	51200,00	55113,00	-3913,00	Инкар	0001_USD_КРЕД_1700/2	Информационные технологии	Краснодарский филиал
17.06.2015	3700,00	4381,00	-681,00	Инкар	0001_USD_КРЕД_1702	Информационные технологии	Краснодарский филиал
17.06.2015	35800,00	37758,00	-1958,00	Инкар	0001_USD_КРЕД_1700/4	Информационные технологии	Краснодарский филиал
17.06.2015	14700,00	13730,00	970,00	Инкар	0001_USD_КРЕД_1700/3	Информационные технологии	Краснодарский филиал
17.06.2015	35300,00	31018,00	4282,00	Инкар	0001_RUR_КРЕД_1702	Информационные технологии	Краснодарский филиал
17.06.2015	66400,00	67020,00	-620,00	Камея ЗАО	0001_USD_КРЕД_7801/1	Информационные технологии	Краснодарский филиал
17.06.2015	53100,00	42518,00	10582,00	Квант ООО	0001_USD_КРЕД_7901	Информационные технологии	Краснодарский филиал
17.06.2015	62400,00	68538,00	-6138,00	Коралайн ООО	0001_USD_КРЕД_52011	Промышленность	Краснодарский филиал
17.06.2015	9300,00	10908,00	-1608,00	Ника ЗАО	0001_USD_КРЕД_11800	Промышленность	Краснодарский филиал
17.06.2015	13100,00	11478,00	1622,00	Ника ЛТД	0001_USD_КРЕД_19100	Торговля	Краснодарский филиал
17.06.2015	29600,00	27693,00	1907,00	Нюанс ООО	0001_USD_КРЕД_16000/1	Промышленность	Краснодарский филиал
17.06.2015	73900,00	71555,00	2345,00	ОАО Белакс	0001_USD_КРЕД_17201	Промышленность	Краснодарский филиал
17.06.2015	45800,00	38268,00	7532,00	ОАО Рефма	0001_USD_КРЕД_11701	Промышленность	Краснодарский филиал
17.06.2015	80100,00	88851,00	-8751,00	ОАО Сигма	0001_USD_КРЕД_6999	Торговля	Краснодарский филиал
17.06.2015	47500,00	44598,00	2902,00	Омега ООО	0001_USD_КРЕД_4601	Торговля	Краснодарский филиал
17.06.2015	600,00	485,00	115,00	ООО Бриз	0001_USD_КРЕД_6200	Промышленность	Екатеринбургский филиал
17.06.2015	1700,00	1713,00	-13,00	ООО Дебют	0001_USD_КРЕД_1301	Информационные технологии	Екатеринбургский филиал
17.06.2015	91400,00	79971,00	11429,00	ООО Интелеком	0001_USD_КРЕД_8901/1	Информационные технологии	Екатеринбургский филиал
17.06.2015	10100,00	8942,00	1158,00	ООО Коммир	0001_USD_КРЕД_18902	Промышленность	Екатеринбургский филиал
17.06.2015	26300,00	26721,00	-421,00	ООО Райдос	0001_RUR_КРЕД_6201/1	Промышленность	Екатеринбургский филиал
17.06.2015	58900,00	53947,00	4953,00	ООО Раминтек	0001_USD_КРЕД_1000	Промышленность	Екатеринбургский филиал
17.06.2015	87800,00	96140,00	-8340,00	ООО Раминтек	0001_USD_КРЕД_10001	Промышленность	Екатеринбургский филиал
17.06.2015	96700,00	107050,00	-10350,00	ООО Раминтек	0001_USD_КРЕД_10003	Промышленность	Екатеринбургский филиал
17.06.2015	27200,00	21801,00	5399,00	ООО Раминтек	0001_USD_КРЕД_10002	Промышленность	Екатеринбургский филиал
17.06.2015	27600,00	26517,00	1083,00	ООО Рашид	0001_USD_КРЕД_3400/1	Промышленность	Екатеринбургский филиал
17.06.2015	25500,00	24670,00	830,00	ООО Скорпион	0001_USD_КРЕД_4900/1	Промышленность	Екатеринбургский филиал
17.06.2015	83400,00	72324,00	11076,00	Офтоп ЗАО	0001_USD_КРЕД_16100/1	Торговля	Екатеринбургский филиал
17.06.2015	47700,00	46399,00	1301,00	Перстиж ООО	0001_USD_КРЕД_5901	Торговля	Екатеринбургский филиал
17.06.2015	63000,00	59562,00	3438,00	Пульс ООО	0001_USD_КРЕД_13000	Торговля	Екатеринбургский филиал
17.06.2015	1300,00	1262,00	38,00	Пульс ООО	0001_USD_КРЕД_101	Торговля	Екатеринбургский филиал
17.06.2015	87800,00	76613,00	11187,00	Тарос	0001_USD_КРЕД_8001/1	Торговля	Екатеринбургский филиал
17.06.2015	36500,00	37017,00	-517,00	Торговый Дом Pax	0001_USD_КРЕД_13600	Торговля	Екатеринбургский филиал
17.06.2015	87600,00	81076,00	6524,00	Тревел Пак ЗАО	0001_USD_КРЕД_6100	Торговля	Екатеринбургский филиал
17.06.2015	59600,00	60020,00	-420,00	фирма РИК	0001_RUR_КРЕД_41162/1	Промышленность	Екатеринбургский филиал
18.06.2015	57900,00	69273,00	-11373,00	Neo	0001_USD_КРЕД_13200	Промышленность	Санкт-Петербургский филиал
18.06.2015	20300,00	23260,00	-2960,00	Neo	0001_USD_КРЕД_132	Промышленность	Санкт-Петербургский филиал
18.06.2015	39000,00	32620,00	6380,00	Neo	0002_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
18.06.2015	40900,00	40858,00	42,00	Neo	0001_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
18.06.2015	67700,00	64565,00	3135,00	Neo	0001_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
18.06.2015	68600,00	57782,00	10818,00	Neo	0002_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
18.06.2015	51300,00	59775,00	-8475,00	Neo	0001_USD_КРЕД_700	Промышленность	Санкт-Петербургский филиал
18.06.2015	26000,00	28571,00	-2571,00	Neo	0001_USD_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
18.06.2015	60500,00	50457,00	10043,00	Neo	0003_RUR_КРЕД_700	Промышленность	Санкт-Петербургский филиал
18.06.2015	58000,00	66027,00	-8027,00	Neo	0003_RUR_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
18.06.2015	48000,00	46982,00	1018,00	Salmon ООО	0001_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
18.06.2015	16700,00	16751,00	-51,00	Salmon ООО	0002_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
18.06.2015	76800,00	80300,00	-3500,00	Salmon ООО	0002_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
18.06.2015	85800,00	84986,00	814,00	Salmon ООО	0001_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
18.06.2015	4800,00	5228,00	-428,00	Salmon ООО	0002_USD_КРЕД_600	Промышленность	Санкт-Петербургский филиал
18.06.2015	43600,00	37206,00	6394,00	Salmon ООО	0003_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
18.06.2015	75400,00	74550,00	850,00	Salmon ООО	0001_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
18.06.2015	40600,00	39153,00	1447,00	Salmon ООО	0001_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
18.06.2015	44200,00	50536,00	-6336,00	Salmon ООО	0004_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
